"Station","01_SST_Min","01_SST_25","01_SST_50","01_SST_75","01_SST_Max","03_SST_Min","03_SST_25","03_SST_50","03_SST_75","03_SST_Max","04_SST_Min","04_SST_25","04_SST_50","04_SST_75","04_SST_Max","05_SST_Min","05_SST_25","05_SST_50","05_SST_75","05_SST_Max","06_SST_Min","06_SST_25","06_SST_50","06_SST_75","06_SST_Max","07_SST_Min","07_SST_25","07_SST_50","07_SST_75","07_SST_Max","08_SST_Min","08_SST_25","08_SST_50","08_SST_75","08_SST_Max","09_SST_Min","09_SST_25","09_SST_50","09_SST_75","09_SST_Max","10_SST_Min","10_SST_25","10_SST_50","10_SST_75","10_SST_Max","11_SST_Min","11_SST_25","11_SST_50","11_SST_75","11_SST_Max","tempMin_1","temp25_1","temp50_1","temp75_1","tempMax_1","tempMin_2","temp25_2","temp50_2","temp75_2","tempMax_2","tempMin_3","temp25_3","temp50_3","temp75_3","tempMax_3","tempMin_4","temp25_4","temp50_4","temp75_4","tempMax_4","tempMin_5","temp25_5","temp50_5","temp75_5","tempMax_5","tempMin_6","temp25_6","temp50_6","temp75_6","tempMax_6","tempMin_7","temp25_7","temp50_7","temp75_7","tempMax_7","tempMin_8","temp25_8","temp50_8","temp75_8","tempMax_8","tempMin_9","temp25_9","temp50_9","temp75_9","tempMax_9","tempMin_10","temp25_10","temp50_10","temp75_10","tempMax_10","tempMin_11","temp25_11","temp50_11","temp75_11","tempMax_11","tempMin_12","temp25_12","temp50_12","temp75_12","tempMax_12","salMin_1","sal25_1","sal50_1","sal75_1","salMax_1","salMin_2","sal25_2","sal50_2","sal75_2","salMax_2","salMin_3","sal25_3","sal50_3","sal75_3","salMax_3","salMin_4","sal25_4","sal50_4","sal75_4","salMax_4","salMin_5","sal25_5","sal50_5","sal75_5","salMax_5","salMin_6","sal25_6","sal50_6","sal75_6","salMax_6","salMin_7","sal25_7","sal50_7","sal75_7","salMax_7","salMin_8","sal25_8","sal50_8","sal75_8","salMax_8","salMin_9","sal25_9","sal50_9","sal75_9","salMax_9","salMin_10","sal25_10","sal50_10","sal75_10","salMax_10","salMin_11","sal25_11","sal50_11","sal75_11","salMax_11","salMin_12","sal25_12","sal50_12","sal75_12","salMax_12","fscoreMin_1","fscore25_1","fscore50_1","fscore75_1","fscoreMax_1","fscoreMin_2","fscore25_2","fscore50_2","fscore75_2","fscoreMax_2","fscoreMin_3","fscore25_3","fscore50_3","fscore75_3","fscoreMax_3","fscoreMin_4","fscore25_4","fscore50_4","fscore75_4","fscoreMax_4","fscoreMin_5","fscore25_5","fscore50_5","fscore75_5","fscoreMax_5","fscoreMin_6","fscore25_6","fscore50_6","fscore75_6","fscoreMax_6","fscoreMin_7","fscore25_7","fscore50_7","fscore75_7","fscoreMax_7","fscoreMin_8","fscore25_8","fscore50_8","fscore75_8","fscoreMax_8","fscoreMin_9","fscore25_9","fscore50_9","fscore75_9","fscoreMax_9","fscoreMin_10","fscore25_10","fscore50_10","fscore75_10","fscoreMax_10","fscoreMin_11","fscore25_11","fscore50_11","fscore75_11","fscoreMax_11","fscoreMin_12","fscore25_12","fscore50_12","fscore75_12","fscoreMax_12","2004_CurrSp_Jan_Min","2004_CurrSp_Jan_25","2004_CurrSp_Jan_50","2004_CurrSp_Jan_75","2004_CurrSp_Jan_Max","2004_CurrSp_Feb_Min","2004_CurrSp_Feb_25","2004_CurrSp_Feb_50","2004_CurrSp_Feb_75","2004_CurrSp_Feb_Max","2004_CurrSp_Jul_Min","2004_CurrSp_Jul_25","2004_CurrSp_Jul_50","2004_CurrSp_Jul_75","2004_CurrSp_Jul_Max","2004_CurrSp_Aug_Min","2004_CurrSp_Aug_25","2004_CurrSp_Aug_50","2004_CurrSp_Aug_75","2004_CurrSp_Aug_Max","2004_CurrSp_Sep_Min","2004_CurrSp_Sep_25","2004_CurrSp_Sep_50","2004_CurrSp_Sep_75","2004_CurrSp_Sep_Max","2004_CurrSp_Nov_Min","2004_CurrSp_Nov_25","2004_CurrSp_Nov_50","2004_CurrSp_Nov_75","2004_CurrSp_Nov_Max","2004_CurrSp_Dec_Min","2004_CurrSp_Dec_25","2004_CurrSp_Dec_50","2004_CurrSp_Dec_75","2004_CurrSp_Dec_Max","2004_Sal_Jan_Min","2004_Sal_Jan_25","2004_Sal_Jan_50","2004_Sal_Jan_75","2004_Sal_Jan_Max","2004_Sal_Feb_Min","2004_Sal_Feb_25","2004_Sal_Feb_50","2004_Sal_Feb_75","2004_Sal_Feb_Max","2004_Sal_Jul_Min","2004_Sal_Jul_25","2004_Sal_Jul_50","2004_Sal_Jul_75","2004_Sal_Jul_Max","2004_Sal_Aug_Min","2004_Sal_Aug_25","2004_Sal_Aug_50","2004_Sal_Aug_75","2004_Sal_Aug_Max","2004_Sal_Sep_Min","2004_Sal_Sep_25","2004_Sal_Sep_50","2004_Sal_Sep_75","2004_Sal_Sep_Max","2004_Sal_Nov_Min","2004_Sal_Nov_25","2004_Sal_Nov_50","2004_Sal_Nov_75","2004_Sal_Nov_Max","2004_Sal_Dec_Min","2004_Sal_Dec_25","2004_Sal_Dec_50","2004_Sal_Dec_75","2004_Sal_Dec_Max","2004_Temp_Jan_Min","2004_Temp_Jan_25","2004_Temp_Jan_50","2004_Temp_Jan_75","2004_Temp_Jan_Max","2004_Temp_Feb_Min","2004_Temp_Feb_25","2004_Temp_Feb_50","2004_Temp_Feb_75","2004_Temp_Feb_Max","2004_Temp_Jul_Min","2004_Temp_Jul_25","2004_Temp_Jul_50","2004_Temp_Jul_75","2004_Temp_Jul_Max","2004_Temp_Aug_Min","2004_Temp_Aug_25","2004_Temp_Aug_50","2004_Temp_Aug_75","2004_Temp_Aug_Max","2004_Temp_Sep_Min","2004_Temp_Sep_25","2004_Temp_Sep_50","2004_Temp_Sep_75","2004_Temp_Sep_Max","2004_Temp_Nov_Min","2004_Temp_Nov_25","2004_Temp_Nov_50","2004_Temp_Nov_75","2004_Temp_Nov_Max","2004_Temp_Dec_Min","2004_Temp_Dec_25","2004_Temp_Dec_50","2004_Temp_Dec_75","2004_Temp_Dec_Max","2014_CurrSp_Jan_Min","2014_CurrSp_Jan_25","2014_CurrSp_Jan_50","2014_CurrSp_Jan_75","2014_CurrSp_Jan_Max","2014_CurrSp_Feb_Min","2014_CurrSp_Feb_25","2014_CurrSp_Feb_50","2014_CurrSp_Feb_75","2014_CurrSp_Feb_Max","2014_CurrSp_Mar_Min","2014_CurrSp_Mar_25","2014_CurrSp_Mar_50","2014_CurrSp_Mar_75","2014_CurrSp_Mar_Max","2014_CurrSp_Apr_Min","2014_CurrSp_Apr_25","2014_CurrSp_Apr_50","2014_CurrSp_Apr_75","2014_CurrSp_Apr_Max","2014_CurrSp_May_Min","2014_CurrSp_May_25","2014_CurrSp_May_50","2014_CurrSp_May_75","2014_CurrSp_May_Max","2014_CurrSp_Jun_Min","2014_CurrSp_Jun_25","2014_CurrSp_Jun_50","2014_CurrSp_Jun_75","2014_CurrSp_Jun_Max","2014_CurrSp_Jul_Min","2014_CurrSp_Jul_25","2014_CurrSp_Jul_50","2014_CurrSp_Jul_75","2014_CurrSp_Jul_Max","2014_CurrSp_Aug_Min","2014_CurrSp_Aug_25","2014_CurrSp_Aug_50","2014_CurrSp_Aug_75","2014_CurrSp_Aug_Max","2014_CurrSp_Sep_Min","2014_CurrSp_Sep_25","2014_CurrSp_Sep_50","2014_CurrSp_Sep_75","2014_CurrSp_Sep_Max","2014_CurrSp_Oct_Min","2014_CurrSp_Oct_25","2014_CurrSp_Oct_50","2014_CurrSp_Oct_75","2014_CurrSp_Oct_Max","2014_CurrSp_Nov_Min","2014_CurrSp_Nov_25","2014_CurrSp_Nov_50","2014_CurrSp_Nov_75","2014_CurrSp_Nov_Max","2014_CurrSp_Dec_Min","2014_CurrSp_Dec_25","2014_CurrSp_Dec_50","2014_CurrSp_Dec_75","2014_CurrSp_Dec_Max","2014_Sal_Jan_Min","2014_Sal_Jan_25","2014_Sal_Jan_50","2014_Sal_Jan_75","2014_Sal_Jan_Max","2014_Sal_Feb_Min","2014_Sal_Feb_25","2014_Sal_Feb_50","2014_Sal_Feb_75","2014_Sal_Feb_Max","2014_Sal_Mar_Min","2014_Sal_Mar_25","2014_Sal_Mar_50","2014_Sal_Mar_75","2014_Sal_Mar_Max","2014_Sal_Apr_Min","2014_Sal_Apr_25","2014_Sal_Apr_50","2014_Sal_Apr_75","2014_Sal_Apr_Max","2014_Sal_May_Min","2014_Sal_May_25","2014_Sal_May_50","2014_Sal_May_75","2014_Sal_May_Max","2014_Sal_Jun_Min","2014_Sal_Jun_25","2014_Sal_Jun_50","2014_Sal_Jun_75","2014_Sal_Jun_Max","2014_Sal_Jul_Min","2014_Sal_Jul_25","2014_Sal_Jul_50","2014_Sal_Jul_75","2014_Sal_Jul_Max","2014_Sal_Aug_Min","2014_Sal_Aug_25","2014_Sal_Aug_50","2014_Sal_Aug_75","2014_Sal_Aug_Max","2014_Sal_Sep_Min","2014_Sal_Sep_25","2014_Sal_Sep_50","2014_Sal_Sep_75","2014_Sal_Sep_Max","2014_Sal_Oct_Min","2014_Sal_Oct_25","2014_Sal_Oct_50","2014_Sal_Oct_75","2014_Sal_Oct_Max","2014_Sal_Nov_Min","2014_Sal_Nov_25","2014_Sal_Nov_50","2014_Sal_Nov_75","2014_Sal_Nov_Max","2014_Sal_Dec_Min","2014_Sal_Dec_25","2014_Sal_Dec_50","2014_Sal_Dec_75","2014_Sal_Dec_Max"
"Casco Bay 1",0.0679647,0.5725515,0.662124,0.75915325,1.00995,0.498283,0.976997,1.039925,1.10384,1.4976,6.8566098,7.25067,11.6707001,12.0587997,18.5412998,12.6514997,12.8837004,13.0859003,13.3779001,14.9151001,17.9375,17.9375,17.9375,17.9375,17.9375,17.1408997,21.3154001,21.88530065,23.363200675,27.8663998,19.0224991,19.6425991,20.3799,20.7810497,23.0718002,14.8938999,15.4041996,15.7987003,22.29494955,25.1219006,13.9794998,14.27229975,14.6531997,16.989574425,18.9925003,3.57722,5.74672745,8.43686485,10.62692475,10.9784002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.99,16.0375,16.085,16.1325,16.18,16.12,17.565,18.06,18.855,20,16.69,17.465,18.88,19.325,20.65,15.17,16.0325,16.515,17.5575,18.77,13.6,14.055,14.71,15.505,16.24,5.92,6.8325,7.36,10.905,12.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.28,30.3075,30.335,30.3625,30.39,30.3,30.375,30.47,30.54,30.77,29.94,30.8,30.87,30.99,31.24,31.09,31.31,31.365,31.38,31.5,29.62,31.365,31.58,31.61,31.74,28.12,30.1325,30.585,30.79,30.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.08161,0.1054,0.151,0.1812,0,0.083855,0.1149,0.1518,0.1794,0,0.10062,0.1336,0.15515,0.1876,0,0.094665,0.1232,0.1524,0.1789,0,0.0924,0.1265,0.1542,0.1811,0,0.08998,0.1229,0.15465,0.18,0,0.10031,0.1473,0.1911,0.229,28.51,28.79,29.04,29.34,29.63,28.87,29.17,29.39,29.71,29.94,25.65,26.18,26.5,26.7,27.11,25.73,26.24,26.51,26.83,27.31,26.47,26.89,27.13,27.42,27.76,27.45,27.8,28.04,28.31,28.54,25.28,25.83,26.15,26.5,26.93,3.861,3.953,3.978,4.002,4.073,4.735,4.792,4.82,4.846,4.879,11.92,12.18,12.24,12.27,12.31,12.28,12.6,12.68,12.72,12.76,11.43,11.74,11.82,11.86,11.89,7.078,7.221,7.242,7.263,7.361,5.177,5.279,5.307,5.328,5.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Casco Bay 2",2.4203401,3.0338724,3.11057495,3.191815075,3.3158801,0.994678,1.60126995,1.6665699,1.85148,2.7149799,5.84794,6.2827802,8.3527098,9.8119698,17.1018009,12.2409,12.4161997,12.4962997,12.9186497,16.9999008,NA,NA,NA,NA,NA,13.2847004,20.3339748,20.9624996,23.218800575,29.5697994,18.0365009,18.408774825,18.8918991,19.15702485,21.3199005,14.3051004,14.955275325,17.88619995,20.373424975,24.3080997,14.0712996,14.277300325,14.48759985,16.560474875,19.6049004,4.37183,7.77197255,9.15906475,10.6589751,10.7840996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,16.565,16.79,17.82,19.82,15.44,16.5775,17.31,18.6425,19.63,13.72,14.54,15.185,16.375,17.67,12.67,12.93,13.66,14.445,14.7,7.64,8.64,11.25,12,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.56,30.0125,30.235,30.2825,30.56,29.35,30.49,30.685,30.83,31.08,30.7,30.9775,31.215,31.335,31.56,28.94,31.295,31.5,31.64,31.93,24.73,28.47,29.71,30.65,31.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.15295,0.2206,0.24205,0.2782,0,0.13745,0.2387,0.26415,0.3122,0,0.1155,0.2021,0.23245,0.283,0,0.1073,0.2039,0.2301,0.2768,0,0.1044,0.2073,0.2334,0.2813,0,0.10935,0.2129,0.23595,0.2837,0,0.10805,0.2256,0.259,0.3039,31.47,31.53,31.6,31.69,31.72,31.84,31.87,31.93,31.98,32,30.6,30.63,30.67,30.69,30.71,30.62,30.66,30.72,30.75,30.77,30.69,30.72,30.77,30.8,30.82,31.07,31.1,31.15,31.18,31.19,30.52,30.58,30.63,30.7,30.75,4.756,4.801,4.829,4.861,4.904,4.865,4.99,5.014,5.028,5.04,12.24,12.35,12.4,12.45,12.54,12.99,13.14,13.17,13.21,13.3,12.35,12.5,12.53,12.57,12.65,8.202,8.27,8.289,8.313,8.342,6.462,6.471,6.503,6.524,6.548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E0503",2.2184401,3.939154925,4.14105485,4.301727425,4.5334001,-0.315694,1.5084875,1.585355,1.6607675,2.9728799,4.37748,5.821752675,6.47930005,7.1080375,25.9020996,9.9360704,10.3551998,10.4868002,10.9296999,16.5009003,14.7388,15.003000025,15.11415005,15.335549825,19.1434994,14.0235004,16.6800246,18.3535509,19.562699325,29.6667995,13.7698002,15.14855005,17.3460999,17.94275,23.1550007,12.9535999,13.6814003,17.0566998,17.9062004,25.2924004,13.2208996,13.62405015,13.8727999,15.38544985,19.6138,2.54772,7.897999875,8.50576975,10.964549775,11.7537003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.65416666667,6.79163194444,6.84357142857,6.91736111111,6.96708333333,7.0425,7.303055555555,7.5425,8.164930555555,11.3816666667,10.6623611111,11.3913888889,12.1430555556,12.7891666667,13.9306944444,12.7729166667,14.0726388889,14.5230555556,15.0811111111,16.9452777778,15.2495833333,15.7805555556,16.5330555556,17.1248611111,18.1934722222,14.5136111111,15.0993055556,15.2945833333,15.8183333333,17.2309722222,10.6177777778,10.8265972222,11.9419444444,13.17,14.0611111111,8.86902777778,9.4390624999975,10.0835416667,10.5884722222,10.7611111111,8.82961538462,8.82961538462,8.82961538462,8.82961538462,8.82961538462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.0693333333,30.3140138889,30.5745,30.71193402775,30.8807638889,30.798,30.89075,31.24525,31.43904166665,31.5641944444,31.1982777778,31.3791944444,31.4762222222,31.5128888889,31.5818194444,31.5596527778,31.6485694444,31.6669861111,31.6995972222,31.7818888889,31.3423333333,31.7138055556,31.7856111111,31.8334027778,31.928875,31.5911111111,31.7276527778,31.8385138889,31.9608333333,32.1567222222,31.6693888889,31.79283333335,32.0656944444,32.32594444445,32.4178611111,32.0675,32.223041666675,32.2983263889,32.345885416675,32.4807777778,32.3026346154,32.3026346154,32.3026346154,32.3026346154,32.3026346154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.051075,0.131,0.23865,0.4332,0,0.054345,0.1516,0.28835,0.52,0,0.051685,0.1397,0.25505,0.4606,0,0.076775,0.1856,0.2824,0.5264,0,0.103,0.2169,0.29865,0.5607,0,0.1006,0.2283,0.31255,0.5806,0,0.10875,0.2295,0.3131,0.5766,0,0.1033,0.2197,0.30655,0.5606,0,0.082175,0.2032,0.3088,0.584,0,0.05834,0.1702,0.31625,0.5652,0,0.03873,0.1393,0.2959,0.5302,0,0.042515,0.1338,0.293,0.5305,30.52,30.62,30.9,31.24,33.09,29.45,29.59,29.92,30.32,33.09,30.59,30.69,31,31.37,33.1,29.3,29.42,29.735,30.07,33.06,28.34,28.49,28.825,29.11,32.97,28.39,28.57,28.955,29.41,32.97,28.5,28.69,29.07,29.51,32.97,28.44,28.63,29.045,29.6125,32.97,28.7,28.8675,29.335,29.96,32.97,28.81,28.9675,29.465,30.12,32.97,28.77,28.9275,29.32,30.0225,32.97,28.88,29.04,29.475,30.1525,32.97
"Lobo1",-1.12599,-0.5715025,-0.398482,-0.1656725,0.560132,-0.664568,0.4582805,0.567688,0.64435325,0.829008,8.30828,8.736430175,11.65470025,13.190200125,18.8836002,13.8451004,14.054150125,14.2218003,14.523725275,16.0923004,17.8080997,18.0100002,18.3619995,18.5415001,19.4130001,19.9151993,22.5878,23.4978008,25.19854925,30.4727993,19.6478996,20.33745005,22.4221992,23.1935501,26.6637001,14.6855001,16.52015015,16.6993999,24.1342993,25.9507008,14.0847998,14.8016005,15.0152998,18.5688992,20.0615997,1.83718,3.09045495,7.41953515,10.389150425,10.6997004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.46,6.32208333333,8.64666666667,9.49375,17.03,9.49666666667,11.595625,13.26666666665,14.49447916665,16.7516666667,14.97375,16.5703125,17.625625,18.422812499975,20.2758333333,18.3145833333,20.0208333333,20.7625,21.735,23.0570833333,18.7220833333,21.2016666667,21.6654166667,22.1366666667,24.1375,16.2020833333,17.961562500025,18.86583333335,20.095104166675,22.6895833333,8.94333333333,12.1258333333,14.48375,15.70125,17.6879166667,3.31666666667,6.9525,8.75958333333,9.82875,13.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.8825,25.16854166665,25.9275,27.80582427535,28.54625,21.9875,27.030729166675,28.289375,28.952708333325,29.8529166667,27.45375,28.908437500025,29.83458333335,30.163541666675,30.4366666667,28.375,30.1925,30.6470833333,30.8845833333,31.2804166667,30.08125,30.8420833333,31.0033333333,31.38875,31.57125,30.39625,30.9851041667,31.25354166665,31.738645833325,32.13375,27.5604166667,30.3683333333,30.8666666667,31.835,32.2391666667,22.415,28.1291666667,29.97,30.51,32.1775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.89e-06,0.0001862,0.01951,0.05251,0.08909,0,8.815e-05,0.01775,0.04879,0.08928,8.85e-06,0.0002189,0.01206,0.03856,0.06938,3.075e-05,0.0009915,0.01118,0.02296,0.05998,2.076e-05,0.0009135,0.01222,0.02961,0.05258,5.782e-05,0.001054,0.01532,0.03598,0.06555,2.364e-05,0.0006782,0.01435,0.03546,0.06352,3.35e-05,0.0009481,0.01623,0.03987,0.0688,2.272e-05,0.0008687,0.01316,0.03049,0.06108,6.456e-05,0.0012,0.01089,0.02298,0.05947,2.334e-05,0.0005661,0.01117,0.02813,0.06782,2.968e-05,0.0006716,0.01711,0.03649,0.07089,28.38,28.46,28.53,28.87,29.68,26.87,26.97,27.02,27.45,29.69,28.45,28.62,28.69,28.91,29.8,27.68,27.8375,27.89,27.99,29.16,27.1,27.31,27.38,27.5,28.46,26.83,27.11,27.19,27.32,27.92,26.89,27.17,27.24,27.36,27.71,26.94,27.23,27.29,27.42,27.62,27.1,27.27,27.34,27.43,27.59,27,27.09,27.13,27.18,27.52,26.73,26.84,26.88,26.94,27.43,26.18,26.28,26.3,26.35,27.26
