"SITE_ID","LSAT8_PPPRRR","DATE","SST","Month"
"CGRE216",11030,20160722,23.167,"Jul"
"CGRE316",11030,20160722,23.167,"Jul"
"CNIV116",11030,20160722,22.382,"Jul"
"CNIV216",11030,20160722,22.382,"Jul"
"CNIV316",11030,20160722,22.382,"Jul"
"CNIV416",11030,20160722,22.406,"Jul"
"DDEV116",11030,20160722,22.836,"Jul"
"DDEV216",11030,20160722,22.703,"Jul"
"DDEV316",11030,20160722,22.748,"Jul"
"DDEV416",11030,20160722,22.738,"Jul"
"DNIV116",11030,20160722,23.353,"Jul"
"DNIV216",11030,20160722,22.569,"Jul"
"DNIV316",11030,20160722,22.569,"Jul"
"DNIV416",11030,20160722,22.371,"Jul"
"GELA115",11030,20160722,22.494,"Jul"
"GLAD215",11030,20160722,22.095,"Jul"
"GLAD315",11030,20160722,22.095,"Jul"
"GRE105",11030,20160722,21.462,"Jul"
"GRI107",11030,20160722,22.283,"Jul"
"GSTE116",11030,20160722,22.542,"Jul"
"GSTE216",11030,20160722,22.548,"Jul"
"GSTE316",11030,20160722,22.438,"Jul"
"GSTE416",11030,20160722,22.435,"Jul"
"HAM413",11030,20160722,22.258,"Jul"
"HAMI115",11030,20160722,22.612,"Jul"
"HIG112",11030,20160722,22.14,"Jul"
"HIG212",11030,20160722,21.828,"Jul"
"HUNT215",11030,20160722,23.204,"Jul"
"JHER116",11030,20160722,20.891,"Jul"
"JOHN715",11030,20160722,22.516,"Jul"
"JPOW116",11030,20160722,21.086,"Jul"
"JPUT116",11030,20160722,20.608,"Jul"
"JSMI116",11030,20160722,18.23,"Jul"
"KRAM113",11030,20160722,22.019,"Jul"
"KRAM213",11030,20160722,22.14,"Jul"
"LMAR116",11030,20160722,21.688,"Jul"
"LMAR216",11030,20160722,22.036,"Jul"
"LMAR316",11030,20160722,22.036,"Jul"
"LMAR416",11030,20160722,21.678,"Jul"
"LSMI115",11030,20160722,22.692,"Jul"
"LSMI316",11030,20160722,22.719,"Jul"
"LSMI416",11030,20160722,22.665,"Jul"
"LSMI516",11030,20160722,22.665,"Jul"
"MDAR116",11030,20160722,21.227,"Jul"
"MELA115",11030,20160722,21.761,"Jul"
"MELA215",11030,20160722,21.734,"Jul"
"MFIS116",11030,20160722,22.205,"Jul"
"MMCC416",11030,20160722,21.151,"Jul"
"MNEW116",11030,20160722,21.451,"Jul"
"MNEW216",11030,20160722,21.346,"Jul"
"MOZE114",11030,20160722,22.566,"Jul"
"MOZE214",11030,20160722,22.628,"Jul"
"MOZE314",11030,20160722,22.478,"Jul"
"MOZE414",11030,20160722,22.417,"Jul"
"MWIL116",11030,20160722,21.264,"Jul"
"NMAR215",11030,20160722,21.688,"Jul"
"NMAR415",11030,20160722,22.036,"Jul"
"NMAR516",11030,20160722,21.688,"Jul"
"PGRA116",11030,20160722,22.022,"Jul"
"PGRA216",11030,20160722,21.869,"Jul"
"PGRA316",11030,20160722,21.869,"Jul"
"PRAN116",11030,20160722,21.823,"Jul"
"PSMI114",11030,20160722,21.71,"Jul"
"PSMI214",11030,20160722,21.64,"Jul"
"PSMI314",11030,20160722,21.626,"Jul"
"RVAC116",11030,20160722,22.339,"Jul"
"RVAC216",11030,20160722,21.982,"Jul"
"RVAC316",11030,20160722,22.339,"Jul"
"RVAC416",11030,20160722,22.339,"Jul"
"SBEL116",11030,20160722,20.548,"Jul"
"SEW413",11030,20160722,21.632,"Jul"
"SHAW114",11030,20160722,20.406,"Jul"
"SHAW214",11030,20160722,20.406,"Jul"
"TOLS116",11030,20160722,20.918,"Jul"
"TOLS216",11030,20160722,21.059,"Jul"
"YENT214",11030,20160722,19.509,"Jul"
"AJAG116",11030,20160722,23.544,"Jul"
"AJAG216",11030,20160722,23.711,"Jul"
"AMOE116",11030,20160722,21.443,"Jul"
"AMOE216",11030,20160722,21.454,"Jul"
"ATW315",11030,20160722,18.691,"Jul"
"ATW415",11030,20160722,18.25,"Jul"
"BARK115",11030,20160722,24.688,"Jul"
"BARK215",11030,20160722,20.907,"Jul"
"BARK315",11030,20160722,20.937,"Jul"
"BSEW115",11030,20160722,20.336,"Jul"
"BSEW215",11030,20160722,20.428,"Jul"
"BSEW415",11030,20160722,20.711,"Jul"
"BUTT214",11030,20160722,22.344,"Jul"
"CHE308",11030,20160722,22.336,"Jul"
"CUND316",11030,20160722,20.306,"Jul"
"LOVE115",11030,20160722,20.183,"Jul"
"LOVE215",11030,20160722,20.218,"Jul"
"LOVE415",11030,20160722,20.333,"Jul"
"LSTO116",11030,20160722,21.386,"Jul"
"MORS114",11030,20160722,22.288,"Jul"
"MORS216",11030,20160722,22.288,"Jul"
"MSTE116",11030,20160722,23.83,"Jul"
"MSTE216",11030,20160722,23.249,"Jul"
"MSTE316",11030,20160722,23.868,"Jul"
"MSTE416",11030,20160722,23.515,"Jul"
"NMAR315",11030,20160722,22.47,"Jul"
"PER107",11030,20160722,23.01,"Jul"
"PGRA416",11030,20160722,21.381,"Jul"
"PSTO1016",11030,20160722,21.383,"Jul"
"PSTO514",11030,20160722,21.153,"Jul"
"PSTO816",11030,20160722,21.456,"Jul"
"PSTO916",11030,20160722,21.483,"Jul"
"ROGE115",11030,20160722,22.052,"Jul"
"ROGE215",11030,20160722,22.052,"Jul"
"ROGE315",11030,20160722,21.812,"Jul"
"ROGE415",11030,20160722,21.419,"Jul"
"STOL114",11030,20160722,21.059,"Jul"
"STOL216",11030,20160722,20.532,"Jul"
"SWEN114",11030,20160722,23.653,"Jul"
"SWEN214",11030,20160722,23.653,"Jul"
"TJAG116",11030,20160722,21.235,"Jul"
"TJAG216",11030,20160722,21.602,"Jul"
"TJAG316",11030,20160722,21.936,"Jul"
"TJAG416",11030,20160722,21.796,"Jul"
"AJAG316",11030,20160823,19.326,"Aug"
"AJAG416",11030,20160823,19.306,"Aug"
"AND04",11030,20160823,23.407,"Aug"
"ANDR214",11030,20160823,18.179,"Aug"
"ANDR316",11030,20160823,19.224,"Aug"
"ASTG116",11030,20160823,20.656,"Aug"
"BEE108",11030,20160823,20.519,"Aug"
"BMCK115",11030,20160823,20.392,"Aug"
"BMRC215",11030,20160823,23.943,"Aug"
"BOL110",11030,20160823,20.297,"Aug"
"BOL312",11030,20160823,19.763,"Aug"
"BOL412",11030,20160823,19.924,"Aug"
"BPAR116",11030,20160823,24.554,"Aug"
"BPAR216",11030,20160823,24.233,"Aug"
"BUTT114",11030,20160823,20.903,"Aug"
"BUTT314",11030,20160823,20.529,"Aug"
"BUTT414",11030,20160823,20.483,"Aug"
"CGRE116",11030,20160823,21.627,"Aug"
"CGRE216",11030,20160823,21.627,"Aug"
"CGRE316",11030,20160823,21.627,"Aug"
"CNIV116",11030,20160823,20.877,"Aug"
"CNIV216",11030,20160823,20.877,"Aug"
"CNIV316",11030,20160823,20.877,"Aug"
"CNIV416",11030,20160823,20.858,"Aug"
"DDEV116",11030,20160823,21.556,"Aug"
"DDEV216",11030,20160823,21.144,"Aug"
"DDEV316",11030,20160823,20.955,"Aug"
"DDEV416",11030,20160823,20.767,"Aug"
"DNIV116",11030,20160823,21.999,"Aug"
"DNIV216",11030,20160823,20.708,"Aug"
"DNIV316",11030,20160823,20.708,"Aug"
"DNIV416",11030,20160823,20.329,"Aug"
"GELA115",11030,20160823,20.721,"Aug"
"GLAD215",11030,20160823,21.757,"Aug"
"GLAD315",11030,20160823,21.757,"Aug"
"GRE105",11030,20160823,19.408,"Aug"
"GRI107",11030,20160823,21.844,"Aug"
"GSTE116",11030,20160823,22.444,"Aug"
"GSTE216",11030,20160823,22.476,"Aug"
"GSTE316",11030,20160823,22.444,"Aug"
"GSTE416",11030,20160823,22.38,"Aug"
"HAMI115",11030,20160823,21.721,"Aug"
"HIG212",11030,20160823,20.525,"Aug"
"HUNT215",11030,20160823,22.608,"Aug"
"JHER116",11030,20160823,21.915,"Aug"
"JOHN715",11030,20160823,20.343,"Aug"
"JPOW116",11030,20160823,19.819,"Aug"
"JPUT216",11030,20160823,19.165,"Aug"
"JSMI116",11030,20160823,17.264,"Aug"
"KRAM113",11030,20160823,21.19,"Aug"
"KRAM213",11030,20160823,21.485,"Aug"
"LMAR116",11030,20160823,20.522,"Aug"
"LMAR216",11030,20160823,21.177,"Aug"
"LMAR316",11030,20160823,21.177,"Aug"
"LMAR416",11030,20160823,20.489,"Aug"
"LSMI115",11030,20160823,22.18,"Aug"
"LSMI316",11030,20160823,22.199,"Aug"
"LSMI416",11030,20160823,22.115,"Aug"
"LSMI516",11030,20160823,22.115,"Aug"
"MDAR116",11030,20160823,19.151,"Aug"
"MELA115",11030,20160823,21.229,"Aug"
"MELA215",11030,20160823,21.203,"Aug"
"MFIS116",11030,20160823,19.897,"Aug"
"MNEW116",11030,20160823,21.277,"Aug"
"MNEW216",11030,20160823,21.413,"Aug"
"MOZE114",11030,20160823,22.502,"Aug"
"MOZE214",11030,20160823,22.37,"Aug"
"MOZE314",11030,20160823,22.386,"Aug"
"MOZE414",11030,20160823,22.348,"Aug"
"MWIL116",11030,20160823,20.421,"Aug"
"NMAR215",11030,20160823,20.522,"Aug"
"NMAR415",11030,20160823,21.177,"Aug"
"NMAR516",11030,20160823,20.522,"Aug"
"PER516",11030,20160823,20.127,"Aug"
"PGRA116",11030,20160823,21.407,"Aug"
"PGRA216",11030,20160823,21.082,"Aug"
"PGRA316",11030,20160823,21.128,"Aug"
"PIER115",11030,20160823,21.134,"Aug"
"PRAN116",11030,20160823,22.135,"Aug"
"PSMI114",11030,20160823,21.439,"Aug"
"PSMI214",11030,20160823,21.264,"Aug"
"PSMI314",11030,20160823,21.245,"Aug"
"RVAC116",11030,20160823,21.527,"Aug"
"RVAC216",11030,20160823,21.157,"Aug"
"RVAC316",11030,20160823,21.527,"Aug"
"RVAC416",11030,20160823,21.527,"Aug"
"SBEL116",11030,20160823,19.444,"Aug"
"SCAN116",11030,20160823,22.721,"Aug"
"SEW413",11030,20160823,21.918,"Aug"
"SHAW114",11030,20160823,20.045,"Aug"
"SHAW214",11030,20160823,20.045,"Aug"
"TOLS116",11030,20160823,18.891,"Aug"
"TOLS216",11030,20160823,18.993,"Aug"
"TOLS316",11030,20160823,19.194,"Aug"
"TOLS416",11030,20160823,19.194,"Aug"
"WHIS213",11030,20160823,20.427,"Aug"
"WHIS416",11030,20160823,21.05,"Aug"
"YENT214",11030,20160823,17.747,"Aug"
"AJAG116",11030,20160823,21.209,"Aug"
"AJAG216",11030,20160823,21.274,"Aug"
"AMOE116",11030,20160823,19.809,"Aug"
"AMOE216",11030,20160823,19.76,"Aug"
"ATW315",11030,20160823,18.593,"Aug"
"ATW415",11030,20160823,17.937,"Aug"
"BARK115",11030,20160823,23.892,"Aug"
"BARK215",11030,20160823,20.176,"Aug"
"BARK315",11030,20160823,20.231,"Aug"
"BSEW115",11030,20160823,17.964,"Aug"
"BSEW215",11030,20160823,18.322,"Aug"
"BSEW315",11030,20160823,18.302,"Aug"
"BSEW415",11030,20160823,18.441,"Aug"
"BUTT214",11030,20160823,20.923,"Aug"
"CHE308",11030,20160823,22.676,"Aug"
"CUND116",11030,20160823,18.547,"Aug"
"CUND216",11030,20160823,18.683,"Aug"
"CUND316",11030,20160823,18.782,"Aug"
"CUND416",11030,20160823,18.772,"Aug"
"FARM114",11030,20160823,23.947,"Aug"
"KON213",11030,20160823,21.001,"Aug"
"LOVE115",11030,20160823,17.761,"Aug"
"LOVE215",11030,20160823,17.761,"Aug"
"LOVE315",11030,20160823,17.784,"Aug"
"LOVE415",11030,20160823,18.02,"Aug"
"LSTO116",11030,20160823,19.161,"Aug"
"MORS114",11030,20160823,21.303,"Aug"
"MORS216",11030,20160823,21.303,"Aug"
"MSTE116",11030,20160823,23.608,"Aug"
"MSTE216",11030,20160823,22.946,"Aug"
"MSTE316",11030,20160823,24.087,"Aug"
"MSTE416",11030,20160823,23.516,"Aug"
"NMAR315",11030,20160823,21.533,"Aug"
"PER107",11030,20160823,21.03,"Aug"
"PGRA416",11030,20160823,20.542,"Aug"
"PRAN216",11030,20160823,21.915,"Aug"
"PSTO1016",11030,20160823,19.138,"Aug"
"PSTO514",11030,20160823,20.235,"Aug"
"PSTO816",11030,20160823,19.217,"Aug"
"PSTO916",11030,20160823,19.207,"Aug"
"ROGE115",11030,20160823,20.969,"Aug"
"ROGE215",11030,20160823,20.969,"Aug"
"ROGE315",11030,20160823,20.923,"Aug"
"ROGE415",11030,20160823,20.923,"Aug"
"STOL114",11030,20160823,20.688,"Aug"
"STOL216",11030,20160823,19.573,"Aug"
"SWEN114",11030,20160823,23.5,"Aug"
"SWEN214",11030,20160823,23.5,"Aug"
"THAR114",11030,20160823,20.437,"Aug"
"TJAG116",11030,20160823,19.231,"Aug"
"TJAG216",11030,20160823,19.484,"Aug"
"TJAG316",11030,20160823,20.029,"Aug"
"TJAG416",11030,20160823,19.599,"Aug"
